"小悪魔A","Imp A"
"<マジックサキュバス>
『だーめっ♡そんなに必死にお願いされると、
　聞いてあげたいのはやまやまなんだけど、
　そう言うわけにもいかないの♡』",""
"<マジックサキュバス>
『だから♡口での降参は受け付けてません♡
　ちゃんと、おちんぽで負けましたって白旗上げてね♡
　シコシコ♡シコシコ♡』",""
"貴方の必死の懇願もむなしく、
マジックサキュバスはあなたの肉棒を追い詰めるように、
ぐちゅぐちゅと音を立て手袋を付けた手で激しく扱く。",""
"望みを絶たれた貴方は絶望を感じつつも、
それもすぐに快楽に流され、精液がのぼってきてしまう。",""
"<マジックサキュバス>
『ほら、ほら♡
　お姉さんが無理やり搾りだしてあげる♡
　おちんぽ降参して、白いの出して♡シコシコ♡シコシコ♡』",""
"<マジックサキュバス>
『ふふ♡いっぱいでたね♡
　限界まで我慢した射精は、すごく気持ちいいでしょ？』",""
"彼女の手によって搾りだされる、
長い射精の余韻に浸り、顔をだらしなく緩める貴方を見て、
マジックサキュバスはくすくすとそう微笑む。",""
"<マジックサキュバス>
『さ、2回目始めようね♡
　今度はどれくらいお姉さんの責めに耐えられるかな？
　シコシコ♡シコシコ♡』",""
"マジックサキュバスは再び肉棒を握りしめ、
甘い魔力で満たしながら上下に扱き始める。",""
"まだ先ほどの余韻が抜けきらないところに、
加えられた激しい快楽の奔流に貴方は身体を跳ねさせる。",""
"<マジックサキュバス>
『ほら、ほら♡
　頑張って気持ちいいの我慢しなきゃ、
　このままお姉さんに吸い尽くされちゃうぞ♡シコシコ♡』",""
"彼女は貴方をそう煽りながら、
優しそうな笑みのまま、激しく肉棒を扱いて追い詰める。",""
"射精直後の敏感な肉棒が、
甘く溶かされるように女体に沈み込むような感覚に、
貴方の意思までも溶かされていく。",""
"このままではまたすぐにイってしまう、
もう恥も外聞もなく、
見逃して欲しいと貴方は彼女に命乞いをしてしまう。",""
"<マジックサキュバス>
『だーめっ♡口での降参は受け付けてないって、
　お姉さんさっきも言ったよね♡
　見逃してなんてあげられない♡』",""
"<マジックサキュバス>
『君はもう、このままお姉さんに、
　すべてをささげるしかできないんだよ♡』",""
"<マジックサキュバス>
『それが嫌なら…おちんぽ降参しないよう、
　頑張って耐えるしかないの♡シコシコ♡シコシコ♡』",""
"甘い魔力に飲み込まれながら、
さらさらとした手袋の生地に扱かれるような快感に、
貴方は耐えるなんて無理だと、
みっともなく言葉を漏らしながら快楽に溺れてしまう。",""
"<マジックサキュバス>
『そうだよね♡
　お姉さんにおちんぽシコシコされるの気持ちよくて、
　我慢なんてできないよね♡』",""
"<マジックサキュバス>
『だ・か・ら♡君はもう、
　お姉さんに吸い尽くされるしかないって言ったの♡
　シコシコ♡シコシコ♡』",""
"彼女はいつの間にかあふれ出していた我慢汁を、
手袋になじませながら、精液と我慢汁でぬるぬるの手で、
激しく肉棒を扱き上げる。",""
"イきたくないという貴方の意思に反して、
そんな彼女の激しい責めに、
肉棒にたちまち精液がのぼってきてしまう。",""
"<マジックサキュバス>
『ほら、もうぬるぬるも止まらない♡
　イきたくないのに、
　またお姉さんに無理やり搾り取られちゃうね♡』",""
"<マジックサキュバス>
『大丈夫、君のことはお姉さんが覚えておいてあげる♡
　戦いに負けて、おちんぽ気持ちよくなって、
　何回もぴゅっぴゅしちゃう可愛い君のこと♡』",""
"マジックサキュバスは聖女のような笑みを浮かべながら、
艶やかに唇を動かしてそう言葉を紡ぎ、
激しく手を動かして肉棒にトドメをさしにかかる。",""
"<マジックサキュバス>
『だから、ね♡全部出して♡
　君の力、全部お姉さんに捧げて♡
　シコシコ♡シコシコ♡』",""
"<マジックサキュバス>
『まだだよ♡
　ちゃんと残ってるのも全部ぴゅっぴゅしようね♡
　シコシコ♡シコシコ♡』",""
"<マジックサキュバス>
『そうそう♡こうやって君の力が溶け込んだ精液、
　全部お姉さんが搾りだしてあげるからね♡
　シコシコ♡シコシコ♡』",""
"意思も何もかもがあいまいになった状態で、
甘い魔力が電流のように
肉棒に流し込まれる快楽に震えながら、
貴方は全てのレベルを放出してしまった。",""
"【注意】
イベントが発生しない条件があります。
シーン出現条件を確認しますか？","【Notice】
This event can be locked due to story routing.
Would you like to view the event requirements?"
"シーンが発生しない条件
”六花にレベルを貢ぐ”","Reason the event is locked.
-Levels given to Rikka while progressing Colosseum."
"イベントが出現しなかった人用です。
シーンを解放しますか？","Would you like to unlock this event?"
"高木優香（2戦目)と戦闘を行いますか？","Fight Takagi Yuuka (2)?"
"<優香>
『これでアンタの負け♡
　どう？観客の前でなっさけない敗北射精をした気分は♡』",""
"貴方を見下ろし、くすくすと笑う優香の問いに、
貴方は悔しさに顔を歪ませつつ答えることが出来ない。",""
"<優香>
『ま、相手が悪かったと思うことね♡
　とりあえずこのままサクッとレベルドレイン♡』",""
"<優香>
『正直アンタから得られる経験値なんて大したことないから、
　大した魅力はないんだけど、
　もらえるものはもらっておかないと♡』",""
"そう言いながら優香はあなたの肉棒に足をあてがい、
軽く愛撫する様に擦りつける。",""
"<優香>
『我慢なんてしても無駄だからね♡
　アンタはこのまま、
　観客の前でレベルを吸われるしかない♡』",""
"<優香>
『これも、コロシアムのメインイベントみたいよ？
　明日になったらアンタのファンとか出てくるかもね♡』",""
"<優香>
『情けなくて弱い姿を好きになりました！とかさ♡
　あはは♡』",""
"優香は好き勝手なことを言いながら、
ぐりぐりと肉棒を踏みつけ続ける。",""
"柔らかな足裏に肉棒が擦られる感触は、
背徳的ながらも確かな快感を貴方に与えていく。",""
"<優香>
『ま、よかったじゃん♡
　負けても気持ちよくなれるんだし、
　悪いことじゃないでしょ♡』",""
"<優香>
『男なんておちんぽを弄ってやればどれだけ屈辱的でも、
　アンアン喘いじゃうような情けない奴ばっか♡
　アンタも例外じゃないみたいだし？』",""
"<優香>
『大勢の前で自分が負けた女におちんぽ足蹴にされて、
　おちんぽ固くしたまま♡ぐりぐり♡』",""
"嘲りを含んだ彼女の視線にさらされながら、
屈辱的な快感を与えられる。",""
"言葉や視線とは裏腹に、
優しくぐにぐにと肉棒の気持ちいいところを愛撫するような、
彼女の足の動きに快楽を抑えることが出来ない。",""
"<紫髪の女性>
『あらあら♡負けた上におちんぽ踏まれてるのに、
　あんなにビクビク震えてるなんて……
　今回の選手はとっても情けないわね♡』",""
"<白髪の女性>
『ダッサい姿♡
　女に踏まれて気持ちよくなるとこ、
　もっと私たちに見せてよ♡へんたーい♡』",""
"そんな貴方の痴態を、観客たちは容赦なく詰った。",""
"<優香>
『あはは♡みんなに馬鹿にされても何も反論できないよね？
　おちんぽ震わせてこんなに気持ちよさそうなんだから♡
　ざぁこ♡んー…………ちゅっ♡』",""
"そんな貴方の反応を笑いながら、
優香は足で肉棒を踏んだまま可愛く投げキッスをする。",""
"投げキッスで放たれたピンク色のハートは、
ふわふわと空中を漂い、貴方の唇に触れた途端弾ける。",""
"それと同時に、試合中に散々味わった、
甘い吸い付きの快楽が貴方の脳を焦がし、快楽に溺れさせる。",""
"<優香>
『ほら、おちんぽがまたビクッてはねた♡
　ずっと私の唇を見つめて、期待してたんでしょ？』",""
"<優香>
『いつ投げキッスしてくれるんだろう、
　おちんぽ踏まれながらそんなこと考えてたんでしょ♡
　この変態♡ぐりぐり♡』",""
"くすくすと笑いながら紡がれる彼女の言葉を否定する様に、
貴方はそんなことはないと首を横に振る。",""
